,"gene","target","PID","alnLength","mismatchCount","gapOpenCount","queryStart","queryEnd","subjectStart","subjectEnd","eVal","bitScore","gene_length","COV","BBH"
9163,"SCO4710","SYNPCC7942_RS11295",42.857,63,36,0,3,65,2,64,1.86E-10,47.8,74,0.851351351351351,"<=>"
9165,"SCO4712","SYNPCC7942_RS11285",66.393,122,40,1,1,122,1,121,4.83E-55,164,122,1,"<=>"
9166,"SCO4713","SYNPCC7942_RS11280",53.333,105,44,3,3,107,13,112,7.36E-27,92.4,107,0.981308411214953,"<=>"
9167,"SCO4714","SYNPCC7942_RS11275",57.955,176,74,0,9,184,3,178,2.86E-76,223,185,0.951351351351351,"<=>"
9169,"SCO4716","SYNPCC7942_RS11270",53.383,133,61,1,1,132,1,133,1.88E-50,153,132,1.00757575757576,"<=>"
9170,"SCO4717","SYNPCC7942_RS11265",53.631,179,82,1,1,179,1,178,2.07E-58,177,179,1,"<=>"
9171,"SCO4718","SYNPCC7942_RS11260",62.745,102,30,2,31,127,22,120,1.4E-35,115,127,0.803149606299213,"<=>"
9173,"SCO4721","SYNPCC7942_RS11250",48.276,145,70,4,7,147,1,144,3.82E-31,105,151,0.960264900662252,"<=>"
9174,"SCO4722","SYNPCC7942_RS11245",39.863,439,243,7,5,437,15,438,2.23E-100,303,437,1.0045766590389,"<=>"
9175,"SCO4723","SYNPCC7942_RS11240",39.437,213,97,1,2,214,3,183,4.68E-52,162,217,0.981566820276498,"<=>"
9176,"SCO4724","SYNPCC7942_RS12430",42.353,255,139,3,2,256,26,272,5.06E-69,211,278,0.917266187050359,"<=>"
9178,"SCO4725","SYNPCC7942_RS12735",42.647,68,37,1,8,73,2,69,1.27E-14,58.5,73,0.931506849315068,"<=>"
9179,"SCO4726","SYNPCC7942_RS13815",78.378,37,8,0,1,37,1,37,8.91E-17,61.6,37,1,"<=>"
9180,"SCO4727","SYNPCC7942_RS11235",57.377,122,52,0,1,122,1,122,7.95E-42,131,126,0.968253968253968,"<=>"
9181,"SCO4728","SYNPCC7942_RS11230",73.333,120,32,0,15,134,11,130,3.32E-54,163,134,0.895522388059701,"<=>"
9182,"SCO4729","SYNPCC7942_RS11225",41.98,293,162,2,20,311,21,306,2.87E-74,228,340,0.861764705882353,"<=>"
9184,"SCO4731","SYNPCC7942_RS11215",34.127,252,156,5,11,260,15,258,9.37E-36,126,284,0.887323943661972,"<=>"
9185,"SCO4734","SYNPCC7942_RS11210",56.552,145,63,0,2,146,3,147,1.84E-60,180,147,0.986394557823129,"<=>"
9187,"SCO4736","SYNPCC7942_RS10815",45.595,454,233,5,4,451,26,471,1.68E-100,305,452,1.00442477876106,"<=>"
9195,"SCO4740","SYNPCC7942_RS02715",41.757,649,336,9,1,615,1,641,1.05E-156,461,615,1.05528455284553,"<=>"
9197,"SCO4742","SYNPCC7942_RS06520",30.67,463,256,14,2,427,9,443,7.97E-26,106,485,0.954639175257732,"<=>"
9198,"SCO4743","SYNPCC7942_RS10340",26.316,190,119,5,14,189,25,207,6.85E-12,58.9,201,0.945273631840796,"<=>"
9199,"SCO4745","SYNPCC7942_RS11185",36.598,388,213,8,15,389,26,393,3.16E-63,204,391,0.9923273657289,"<=>"
9207,"SCO4752","SYNPCC7942_RS06410",50,306,149,2,10,312,4,308,4.94E-91,274,374,0.818181818181818,"<=>"
9210,"SCO4761","SYNPCC7942_RS11765",51.087,92,44,1,10,100,11,102,7.66E-30,99.4,102,0.901960784313726,"<=>"
9211,"SCO4762","SYNPCC7942_RS03510",61.682,535,197,5,1,531,1,531,0,629,541,0.988909426987061,"<=>"
9242,"SCO4771","SYNPCC7942_RS09290",50.136,369,182,2,3,370,2,369,1.53E-128,371,374,0.986631016042781,"<=>"
9267,"SCO4785","SYNPCC7942_RS00960",52.652,528,235,5,7,526,14,534,0,569,526,1.00380228136882,"<=>"
9282,"SCO4797","SYNPCC7942_RS11020",39.634,820,413,16,66,831,2,793,3.16E-177,526,831,0.98676293622142,"<=>"
9292,"SCO4813","SYNPCC7942_RS04925",33.898,177,111,2,15,191,22,192,1.3E-28,103,215,0.823255813953488,"<=>"
9295,"SCO4814","SYNPCC7942_RS02020",47.885,520,253,11,13,523,3,513,7.86E-149,433,523,0.994263862332696,"<=>"
9306,"SCO4824","SYNPCC7942_RS04030",44.406,286,155,3,1,284,1,284,3.8E-77,233,284,1.00704225352113,"<=>"
9359,"SCO4839","SYNPCC7942_RS06690",47.892,332,167,3,7,334,3,332,1.44E-103,304,339,0.979351032448378,"<=>"
9476,"SCO4906","SYNPCC7942_RS09495",22.824,517,314,20,27,513,21,482,2.81E-20,90.1,535,0.966355140186916,"<=>"
9534,"SCO4923","SYNPCC7942_RS01060",52.571,175,82,1,8,182,14,187,2.17E-47,151,206,0.849514563106796,"<=>"
9538,"SCO4930","SYNPCC7942_RS03060",30.8,250,162,5,20,261,24,270,6.55E-25,96.7,266,0.93984962406015,"<=>"
9619,"SCO4958","SYNPCC7942_RS01885",36.215,428,223,7,8,385,1,428,2.21E-66,213,386,1.10880829015544,"<=>"
9695,"SCO5028","SYNPCC7942_RS12800",37.832,452,243,14,12,436,2,442,9.54E-79,248,441,1.0249433106576,"<=>"
9763,"SCO5042","SYNPCC7942_RS05170",48.026,456,226,2,5,454,8,458,3.62E-141,409,461,0.989154013015184,"<=>"
9766,"SCO5047","SYNPCC7942_RS02565",42.274,343,172,5,18,335,2,343,6.97E-83,251,343,1,"<=>"
9775,"SCO5056","SYNPCC7942_RS01875",29.708,377,262,2,26,402,66,439,3.28E-37,137,402,0.937810945273632,"<=>"
9776,"SCO5058","SYNPCC7942_RS00360",28.487,337,181,11,12,289,57,392,8.55E-23,94.4,338,0.997041420118343,"<=>"
9778,"SCO5061","SYNPCC7942_RS02820",53.297,364,164,5,3,362,2,363,1.74E-128,369,362,1.00552486187845,"<=>"
9829,"SCO5111","SYNPCC7942_RS07795",49.346,612,283,5,7,618,5,589,0,579,635,0.963779527559055,"<=>"
10091,"SCO5136","SYNPCC7942_RS09115",28.989,376,221,11,20,363,25,386,1.07E-32,122,365,1.03013698630137,"<=>"
10107,"SCO5152","SYNPCC7942_RS05665",39.335,361,193,7,3,357,4,344,5.51E-77,238,377,0.957559681697613,"<=>"
10112,"SCO5159","SYNPCC7942_RS10310",29.483,329,186,11,13,307,3,319,0.000406,38.5,407,0.808353808353808,"<=>"
10113,"SCO5161","SYNPCC7942_RS07920",40.161,249,137,6,3,249,29,267,6.52E-45,150,285,0.873684210526316,"<=>"
10115,"SCO5162","SYNPCC7942_RS10560",31.343,201,124,2,14,200,13,213,4.52E-21,83.6,201,1,"<=>"
10128,"SCO5172","SYNPCC7942_RS12360",27.645,293,176,13,44,318,27,301,8.6E-08,49.3,358,0.818435754189944,"<=>"
10139,"SCO5178","SYNPCC7942_RS00800",52.174,391,172,6,10,392,8,391,1.99E-129,374,392,0.997448979591837,"<=>"
10170,"SCO5204","SYNPCC7942_RS09060",30.307,815,467,22,118,879,161,927,1.85E-106,350,1000,0.815,"<=>"
10171,"SCO5206","SYNPCC7942_RS08405",36.842,133,82,2,6,138,13,143,1.82E-18,73.2,138,0.963768115942029,"<=>"
10207,"SCO5236","SYNPCC7942_RS05655",37.603,242,147,1,1,242,1,238,4.23E-39,133,261,0.927203065134099,"<=>"
10230,"SCO5252","SYNPCC7942_RS09235",26.667,195,116,4,2,194,18,187,2.72E-21,83.2,194,1.00515463917526,"<=>"
10290,"SCO5261","SYNPCC7942_RS06635",58.505,388,154,4,23,408,81,463,1.68E-144,416,409,0.948655256723716,"<=>"
10409,"SCO5353","SYNPCC7942_RS01335",42.247,445,232,8,29,461,25,456,8.4E-109,327,463,0.961123110151188,"<=>"
10411,"SCO5354","SYNPCC7942_RS10595",42.494,433,233,6,6,426,3,431,8.4E-106,317,429,1.00932400932401,"<=>"
10412,"SCO5355","SYNPCC7942_RS13305",62.006,329,121,2,3,329,16,342,1.99E-145,412,352,0.934659090909091,"<=>"
10416,"SCO5356","SYNPCC7942_RS07365",39.024,287,168,5,11,293,3,286,6.61E-47,156,309,0.928802588996764,"<=>"
10419,"SCO5359","SYNPCC7942_RS11200",43.243,74,39,2,2,74,3,74,4.88E-14,57.4,74,1,"<=>"
10420,"SCO5360","SYNPCC7942_RS11195",43.526,363,187,4,1,356,6,357,1.24E-111,326,358,1.01396648044693,"<=>"
10424,"SCO5362","SYNPCC7942_RS11940",25.339,221,138,7,1,197,1,218,1.23E-09,52.8,215,1.02790697674419,"<=>"
10430,"SCO5369","SYNPCC7942_RS01700",29.412,153,97,2,26,173,25,171,4.42E-06,41.2,184,0.831521739130435,"<=>"
10433,"SCO5371","SYNPCC7942_RS01710",55.992,509,215,2,4,512,2,501,0,580,529,0.962192816635161,"<=>"
10435,"SCO5372","SYNPCC7942_RS01715",34.906,318,178,6,3,296,2,314,2.98E-50,165,305,1.04262295081967,"<=>"
10436,"SCO5373","SYNPCC7942_RS11770",63.103,477,161,5,1,467,1,472,0,560,478,0.997907949790795,"<=>"
10647,"SCO5424","SYNPCC7942_RS10540",36.761,389,231,9,5,390,2,378,1.13E-71,226,407,0.955773955773956,"<=>"
10648,"SCO5426","SYNPCC7942_RS03035",43.155,336,169,9,2,329,5,326,2.8E-71,222,341,0.98533724340176,"<=>"
10695,"SCO5440","SYNPCC7942_RS05570",46.122,722,338,12,72,755,19,727,0,630,774,0.9328165374677,"<=>"
10916,"SCO5455","SYNPCC7942_RS09435",32.456,228,128,7,18,222,9,233,1.51E-21,85.9,224,1.01785714285714,"<=>"
10940,"SCO5470","SYNPCC7942_RS01435",56.659,413,169,4,12,419,13,420,4.33E-163,462,420,0.983333333333333,"<=>"
10941,"SCO5471","SYNPCC7942_RS10380",42.149,121,67,2,4,122,6,125,8.72E-32,105,125,0.968,"<=>"
10942,"SCO5472","SYNPCC7942_RS11730",43.432,373,194,6,3,369,6,367,1.16E-89,271,372,1.00268817204301,"<=>"
11042,"SCO5486","SYNPCC7942_RS09790",40,390,219,8,3,388,4,382,3.6E-66,211,389,1.0025706940874,"<=>"
11048,"SCO5488","SYNPCC7942_RS07715",38.251,366,207,8,12,372,3,354,2.05E-65,208,376,0.973404255319149,"<=>"
11053,"SCO5494","SYNPCC7942_RS01410",40.282,710,368,12,22,722,15,677,1.13E-162,482,735,0.965986394557823,"<=>"
11071,"SCO5498","SYNPCC7942_RS11805",47.368,95,50,0,3,97,2,96,2.39E-23,82.4,98,0.969387755102041,"<=>"
11072,"SCO5499","SYNPCC7942_RS10735",55.202,471,204,5,11,481,6,469,8.92E-171,486,497,0.947686116700201,"<=>"
11073,"SCO5501","SYNPCC7942_RS00590",44.057,488,262,5,17,499,11,492,8.81E-140,408,504,0.968253968253968,"<=>"
11075,"SCO5508","SYNPCC7942_RS09100",30.151,398,228,15,72,431,13,398,5.46E-32,122,447,0.890380313199105,"<=>"
11099,"SCO5512","SYNPCC7942_RS00705",51.115,583,260,8,23,598,10,574,0,568,613,0.951060358890702,"<=>"
11100,"SCO5513","SYNPCC7942_RS12365",46.746,169,89,1,3,171,2,169,2.1E-50,156,174,0.971264367816092,"<=>"
11101,"SCO5514","SYNPCC7942_RS07915",63.72,328,119,0,1,328,1,328,1.45E-156,438,332,0.987951807228916,"<=>"
11102,"SCO5515","SYNPCC7942_RS07670",40.866,531,304,7,5,528,2,529,3.37E-130,386,529,1.00378071833648,"<=>"
11106,"SCO5522","SYNPCC7942_RS07690",39.886,351,194,10,1,338,1,347,4.35E-58,188,347,1.01152737752161,"<=>"
11109,"SCO5523","SYNPCC7942_RS05285",32.817,323,182,12,47,362,8,302,2.22E-35,127,362,0.892265193370166,"<=>"
11111,"SCO5527","SYNPCC7942_RS12205",32.07,343,214,10,4,337,38,370,1.1E-44,153,339,1.0117994100295,"<=>"
11113,"SCO5529","SYNPCC7942_RS02185",48.077,520,259,4,13,524,11,527,1.7E-166,479,534,0.973782771535581,"<=>"
11121,"SCO5547","SYNPCC7942_RS12160",37.195,492,282,11,9,490,3,477,7.26E-96,295,494,0.995951417004048,"<=>"
11127,"SCO5553","SYNPCC7942_RS09625",54.831,445,199,2,4,447,5,448,8.58E-174,493,476,0.934873949579832,"<=>"
11129,"SCO5554","SYNPCC7942_RS12945",37.173,191,117,2,8,195,9,199,4.39E-29,103,197,0.969543147208122,"<=>"
11134,"SCO5559","SYNPCC7942_RS12805",38.095,336,176,4,1,334,1,306,8.63E-60,191,336,1,"<=>"
11135,"SCO5560","SYNPCC7942_RS12070",41.734,369,183,8,22,384,5,347,8.14E-78,240,389,0.948586118251928,"<=>"
11136,"SCO5562","SYNPCC7942_RS13045",32.292,288,169,9,4,278,5,279,1.09E-24,98.6,322,0.894409937888199,"<=>"
11138,"SCO5563","SYNPCC7942_RS12090",45.174,259,140,1,11,267,4,262,5.96E-52,167,269,0.962825278810409,"<=>"
11140,"SCO5566","SYNPCC7942_RS05535",40.138,725,378,13,13,729,129,805,4.5E-145,441,742,0.977088948787062,"<=>"
11144,"SCO5567","SYNPCC7942_RS07565",40.805,174,89,7,9,178,6,169,1.01E-24,92,195,0.892307692307692,"<=>"
11146,"SCO5568","SYNPCC7942_RS10180",52.597,154,72,1,4,156,3,156,3.77E-53,162,159,0.968553459119497,"<=>"
11150,"SCO5573","SYNPCC7942_RS06765",37.676,284,167,5,1,279,1,279,2.89E-55,176,286,0.993006993006993,"<=>"
11158,"SCO5583","SYNPCC7942_RS11585",42.664,443,221,13,2,418,32,467,3.03E-77,244,448,0.988839285714286,"<=>"
11160,"SCO5584","SYNPCC7942_RS01635",51.786,112,54,0,1,112,1,112,6.24E-42,130,112,1,"<=>"
11171,"SCO5593","SYNPCC7942_RS11480",38.15,173,98,6,2,168,12,181,9.94E-24,89.4,188,0.920212765957447,"<=>"
11172,"SCO5594","SYNPCC7942_RS11350",44.118,238,116,6,1,236,1,223,2.35E-57,180,277,0.859205776173285,"<=>"
11173,"SCO5595","SYNPCC7942_RS12900",46.903,113,60,0,3,115,5,117,3.72E-33,108,116,0.974137931034483,"<=>"
11183,"SCO5603","SYNPCC7942_RS07120",43.371,528,268,6,4,526,3,504,1.1E-119,359,541,0.975970425138632,"<=>"
11202,"SCO5626","SYNPCC7942_RS02570",60.169,236,93,1,12,247,2,236,2.97E-97,281,253,0.932806324110672,"<=>"
11203,"SCO5627","SYNPCC7942_RS02575",43.333,180,102,0,6,185,3,182,2.11E-52,162,185,0.972972972972973,"<=>"
11210,"SCO5645","SYNPCC7942_RS08935",37.222,360,200,5,19,366,8,353,2.64E-69,218,368,0.978260869565217,"<=>"
11211,"SCO5646","SYNPCC7942_RS07210",23.81,315,226,8,40,352,19,321,2.75E-07,48.1,373,0.844504021447721,"<=>"
11226,"SCO5648","SYNPCC7942_RS08560",41.83,306,160,5,6,308,3,293,3.97E-65,206,348,0.879310344827586,"<=>"
11328,"SCO5668","SYNPCC7942_RS07195",42.462,325,157,10,30,346,20,322,1.3E-67,215,397,0.818639798488665,"<=>"
11418,"SCO5694","SYNPCC7942_RS07735",43.766,393,202,9,24,403,2,388,5.78E-95,287,418,0.940191387559809,"<=>"
11419,"SCO5695","SYNPCC7942_RS02290",25.464,377,192,12,20,380,17,320,6.38E-17,78.2,430,0.876744186046512,"<=>"
11420,"SCO5696","SYNPCC7942_RS03655",40.16,376,191,6,17,360,19,392,2.99E-77,241,385,0.976623376623377,"<=>"
11421,"SCO5699","SYNPCC7942_RS09940",38.803,585,322,10,8,558,2,584,4.53E-120,363,567,1.03174603174603,"<=>"
11424,"SCO5704","SYNPCC7942_RS10260",41.193,352,162,10,14,320,19,370,4.59E-63,203,340,1.03529411764706,"<=>"
11436,"SCO5711","SYNPCC7942_RS02505",35.423,319,189,10,5,315,2,311,9.52E-52,169,318,1.00314465408805,"<=>"
11528,"SCO5714","SYNPCC7942_RS10410",33.457,269,174,4,47,312,22,288,2.77E-32,118,317,0.848580441640379,"<=>"
11533,"SCO5736","SYNPCC7942_RS11685",54.545,88,40,0,1,88,1,88,2.66E-27,92,95,0.926315789473684,"<=>"
11534,"SCO5737","SYNPCC7942_RS12400",45.391,716,352,13,16,720,9,696,0,562,739,0.968876860622463,"<=>"
11535,"SCO5738","SYNPCC7942_RS10070",27.654,405,271,6,40,435,34,425,8.04E-42,150,459,0.882352941176471,"<=>"
11539,"SCO5739","SYNPCC7942_RS10835",38.519,270,135,5,6,247,7,273,3.92E-57,180,250,1.08,"<=>"
11541,"SCO5744","SYNPCC7942_RS09370",49.141,291,145,2,10,297,6,296,4.04E-89,264,299,0.973244147157191,"<=>"
11616,"SCO5767","SYNPCC7942_RS05705",29.341,334,205,6,12,326,14,335,2.78E-19,84.7,402,0.830845771144279,"<=>"
11619,"SCO5769","SYNPCC7942_RS01770",63.324,349,120,2,5,353,11,351,3.02E-156,440,374,0.933155080213904,"<=>"
11632,"SCO5777","SYNPCC7942_RS01270",59.35,246,99,1,12,256,16,261,9.61E-105,301,258,0.953488372093023,"<=>"
11738,"SCO5787","SYNPCC7942_RS12065",42.563,437,236,5,14,443,5,433,5.86E-118,351,505,0.865346534653465,"<=>"
11741,"SCO5791","SYNPCC7942_RS12635",38.284,303,175,5,8,308,7,299,2.46E-58,186,312,0.971153846153846,"<=>"
11742,"SCO5793","SYNPCC7942_RS09780",35.235,298,152,7,5,282,3,279,1.25E-46,154,289,1.03114186851211,"<=>"
11755,"SCO5804","SYNPCC7942_RS03565",38.411,151,90,1,1,148,1,151,9.35E-25,91.3,182,0.82967032967033,"<=>"
11862,"SCO5835","SYNPCC7942_RS04275",30.601,366,186,15,9,330,3,344,2.78E-31,117,362,1.01104972375691,"<=>"
11865,"SCO5837","SYNPCC7942_RS01915",28.416,461,266,8,20,427,51,500,3.15E-42,152,450,1.02444444444444,"<=>"
11878,"SCO5852","SYNPCC7942_RS07385",32.026,306,161,8,1,261,1,304,2.34E-34,124,282,1.08510638297872,"<=>"
11879,"SCO5854","SYNPCC7942_RS12330",41.608,286,149,8,4,281,5,280,1.73E-58,185,283,1.01060070671378,"<=>"
11882,"SCO5859","SYNPCC7942_RS00695",30.539,334,191,10,13,326,6,318,8.78E-33,122,375,0.890666666666667,"<=>"
12004,"SCO5875","SYNPCC7942_RS06480",26.25,240,158,6,1,226,1,235,3.12E-14,65.9,226,1.06194690265487,"<=>"
12008,"SCO5876","SYNPCC7942_RS05550",27.363,201,130,8,5,195,23,217,5.39E-06,42.4,223,0.901345291479821,"<=>"
12013,"SCO5886","SYNPCC7942_RS02730",45.946,407,209,3,6,404,9,412,9.57E-117,343,407,1,"<=>"
12015,"SCO5888","SYNPCC7942_RS07445",42.308,338,185,5,1,332,1,334,2.5E-76,234,335,1.0089552238806,"<=>"
12042,"SCO5897","SYNPCC7942_RS10325",29.769,346,205,7,1,341,2,314,5.82E-39,139,395,0.875949367088607,"<=>"
12047,"SCO5901","SYNPCC7942_RS01225",30.687,466,258,15,27,452,12,452,2.88E-48,168,458,1.0174672489083,"<=>"
12202,"SCO5976","SYNPCC7942_RS12760",38.226,327,175,7,8,334,3,302,1.51E-66,208,335,0.976119402985075,"<=>"
12282,"SCO6013","SYNPCC7942_RS02195",39.626,641,365,10,4,632,3,633,8.71E-146,434,642,0.998442367601246,"<=>"
12300,"SCO6031","SYNPCC7942_RS05575",40.841,333,191,5,20,347,10,341,4.07E-79,243,355,0.938028169014084,"<=>"
12358,"SCO6053","SYNPCC7942_RS12260",42.041,245,136,4,17,256,11,254,1.13E-57,181,262,0.935114503816794,"<=>"
12363,"SCO6060","SYNPCC7942_RS08860",36.596,470,266,9,11,458,10,469,3.52E-80,253,462,1.01731601731602,"<=>"
12365,"SCO6061","SYNPCC7942_RS11125",51.908,131,61,1,1,131,1,129,2.34E-44,138,135,0.97037037037037,"<=>"
12421,"SCO6075","SYNPCC7942_RS02980",26.82,261,156,10,23,272,11,247,1.47E-09,53.5,273,0.956043956043956,"<=>"
12428,"SCO6082","SYNPCC7942_RS00425",46.256,681,315,21,5,670,16,660,5.14E-179,523,702,0.97008547008547,"<=>"
12502,"SCO6099","SYNPCC7942_RS04830",39.655,174,103,2,4,177,30,201,1.02E-39,130,178,0.97752808988764,"<=>"
12503,"SCO6100","SYNPCC7942_RS12715",31.674,221,140,6,23,235,14,231,5.58E-29,105,236,0.936440677966102,"<=>"
12504,"SCO6102","SYNPCC7942_RS06355",35.182,523,303,15,34,545,11,508,1.27E-92,290,565,0.925663716814159,"<=>"
12508,"SCO6111","SYNPCC7942_RS11355",42.495,553,300,6,16,558,5,549,7.88E-135,401,585,0.945299145299145,"<=>"
12648,"SCO6179","SYNPCC7942_RS05885",50.814,307,146,1,18,324,2,303,9.54E-100,293,330,0.93030303030303,"<=>"
12718,"SCO6247","SYNPCC7942_RS02485",34.071,452,267,13,4,442,2,435,3.92E-55,186,445,1.01573033707865,"<=>"
12745,"SCO6255","SYNPCC7942_RS13225",25.298,336,224,9,1,325,16,335,2.46E-18,81.3,337,0.997032640949555,"<=>"
12904,"SCO6331","SYNPCC7942_RS07685",45.175,456,229,6,14,466,19,456,1.51E-130,382,469,0.97228144989339,"<=>"
12909,"SCO6341","SYNPCC7942_RS13280",39.313,262,154,2,1,257,1,262,7.45E-58,182,259,1.01158301158301,"<=>"
12911,"SCO6351","SYNPCC7942_RS09150",31.169,231,146,7,4,225,5,231,3.19E-21,85.1,232,0.995689655172414,"<=>"
13135,"SCO6407","anL50",29.174,545,319,16,56,595,26,508,6.53E-38,143,603,0.903814262023217,"<=>"
13144,"SCO6411","SYNPCC7942_RS10895",39.322,295,159,5,1,279,1,291,1.23E-60,191,280,1.05357142857143,"<=>"
13299,"SCO6462","SYNPCC7942_RS00755",40.714,140,74,2,23,154,43,181,4.52E-27,97.1,164,0.853658536585366,"<=>"
13312,"SCO6488","SYNPCC7942_RS10415",41.411,652,339,14,7,643,3,626,2.35E-151,449,655,0.995419847328244,"<=>"
13313,"SCO6489","SYNPCC7942_RS09960",36.61,295,171,9,7,295,6,290,7.76E-42,143,310,0.951612903225806,"<=>"
13608,"SCO6654","SYNPCC7942_RS08130",34.599,237,130,8,29,245,28,259,2.6E-28,105,273,0.868131868131868,"<=>"
13613,"SCO6659","SYNPCC7942_RS10295",31.278,454,244,13,86,519,56,461,1.82E-36,139,550,0.825454545454545,"<=>"
13615,"SCO6661","SYNPCC7942_RS11865",49.13,517,248,5,83,591,1,510,1.04E-176,506,592,0.873310810810811,"<=>"
13617,"SCO6663","SYNPCC7942_RS02735",49.408,676,317,11,21,690,8,664,0,605,698,0.968481375358166,"<=>"
13959,"SCO6747","anL18",38.5,200,121,2,1,199,4,202,6.11E-38,128,211,0.947867298578199,"<=>"
14010,"SCO6760","SYNPCC7942_RS10060",36.111,288,168,5,9,287,14,294,1.81E-44,150,312,0.923076923076923,"<=>"
14058,"SCO6813","SYNPCC7942_RS06605",33.945,109,61,4,3,103,7,112,6.77E-07,41.2,113,0.964601769911504,"<=>"
14114,"SCO6816","SYNPCC7942_RS12420",25.402,311,197,12,1,285,1,302,1.29E-14,69.3,290,1.07241379310345,"<=>"
14116,"SCO6818","SYNPCC7942_RS02390",37.452,518,296,7,11,511,8,514,7.87E-102,312,511,1.01369863013699,"<=>"
14117,"SCO6819","SYNPCC7942_RS01180",30,430,273,13,21,432,27,446,1.3E-44,157,440,0.977272727272727,"<=>"
14252,"SCO6990","SYNPCC7942_RS01795",43.464,306,168,4,25,325,2,307,3.43E-64,202,325,0.941538461538462,"<=>"
14345,"SCO7047","SYNPCC7942_RS09980",40.647,278,153,5,8,278,15,287,2.36E-54,174,278,1,"<=>"
14362,"SCO7075","SYNPCC7942_RS09500",45.614,228,119,2,2,229,4,226,5.91E-65,197,230,0.991304347826087,"<=>"
14470,"SCO7153","SYNPCC7942_RS11365",25.862,464,292,13,30,471,32,465,1.77E-22,96.3,472,0.983050847457627,"<=>"
14603,"SCO7194","SYNPCC7942_RS10640",27.35,234,146,6,1,222,1,222,2.81E-10,55.8,271,0.863468634686347,"<=>"
14617,"SCO7210","SYNPCC7942_RS07725",26.667,135,92,6,8,137,11,143,2.18E-11,54.7,153,0.882352941176471,"<=>"
14709,"SCO7234","SYNPCC7942_RS13260",47.61,502,251,8,48,545,28,521,2.28E-154,450,573,0.8760907504363,"<=>"
14801,"SCO7311","SYNPCC7942_RS03625",33.607,488,305,4,9,489,4,479,6.85E-80,253,492,0.991869918699187,"<=>"
14873,"SCO7343","SYNPCC7942_RS04970",41.042,307,174,4,9,311,9,312,3.44E-59,189,313,0.980830670926517,"<=>"
14887,"SCO7359","SYNPCC7942_RS00450",31.765,255,156,8,2,251,3,244,1.85E-26,99.8,251,1.01593625498008,"<=>"
15005,"SCO7443","SYNPCC7942_RS00790",28.959,442,257,16,42,459,17,425,7.11E-23,98.6,546,0.80952380952381,"<=>"
15013,"SCO7447","SYNPCC7942_RS02550",46.552,174,89,3,1,172,5,176,5.05E-46,146,183,0.950819672131148,"<=>"
15015,"SCO7452","SYNPCC7942_RS02535",34.906,318,200,5,12,327,5,317,5.38E-55,179,342,0.929824561403509,"<=>"
15094,"SCO7508","SYNPCC7942_RS11100",27.099,262,158,13,28,276,20,261,3.89E-07,46.6,277,0.945848375451264,"<=>"
15102,"SCO7517","SYNPCC7942_RS08610",38.017,363,204,4,63,425,38,379,3.74E-51,173,432,0.840277777777778,"<=>"
15171,"SCO7544","anL55",34.419,215,138,1,53,267,55,266,4.83E-30,110,267,0.805243445692884,"<=>"
15174,"SCO7545","SYNPCC7942_RS10670",45.85,253,113,5,6,235,15,266,1.28E-76,231,270,0.937037037037037,"<=>"
15238,"SCO7564","SYNPCC7942_RS04250",36.991,319,168,7,41,327,23,340,4.84E-35,127,330,0.966666666666667,"<=>"
15338,"SCO7570","SYNPCC7942_RS12060",28.235,340,210,11,30,357,27,344,2.49E-15,72.8,375,0.906666666666667,"<=>"
15345,"SCO7586","SYNPCC7942_RS02415",42.033,364,194,6,3,354,6,364,9.53E-86,260,357,1.01960784313725,"<=>"
15346,"SCO7588","SYNPCC7942_RS05945",34.641,306,185,5,1,304,1,293,5.81E-34,122,306,1,"<=>"
15354,"SCO7595","SYNPCC7942_RS05610",36.074,377,226,6,1,365,1,374,1.39E-54,181,391,0.964194373401535,"<=>"
15367,"SCO7622","SYNPCC7942_RS08215",47.548,469,228,7,5,464,7,466,1.63E-118,352,483,0.971014492753623,"<=>"
15606,"SCO7693","SYNPCC7942_RS12700",31.464,321,178,11,32,321,10,319,2.95E-24,97.1,323,0.993808049535604,"<=>"
15638,"SCO7738","SYNPCC7942_RS04995",46.512,129,65,4,1,125,1,129,6.86E-24,85.9,127,1.01574803149606,"<=>"
15712,"SCP1.119","SYNPCC7942_RS00005",30,380,249,10,1,370,16,388,1.73E-35,130,372,1.02150537634409,"<=>"
