,"gene","target","PID","alnLength","mismatchCount","gapOpenCount","queryStart","queryEnd","subjectStart","subjectEnd","eVal","bitScore","gene_length","COV","BBH"
6208,"SYNPCC7942_RS09205","b0473",30.804,659,365,23,16,633,16,624,8.15E-82,267,638,1.03291536050157,"<=>"
6336,"SYNPCC7942_RS09260","b1912",36.111,180,96,9,1,167,3,176,3.18E-19,77.4,169,1.06508875739645,"<=>"
6339,"SYNPCC7942_RS09280","b2024",37.45,251,142,5,3,246,2,244,6.16E-46,151,256,0.98046875,"<=>"
6349,"SYNPCC7942_RS09340","b0086",36.054,441,249,11,23,445,18,443,1.59E-64,212,455,0.969230769230769,"<=>"
6353,"SYNPCC7942_RS09370","b2478",39.863,291,173,2,7,296,2,291,5.71E-70,216,299,0.973244147157191,"<=>"
6357,"SYNPCC7942_RS09375","b2319",37.574,338,202,6,10,343,1,333,1.84E-62,200,354,0.954802259887006,"<=>"
6365,"SYNPCC7942_RS09415","b2559",42.857,147,84,0,16,162,7,153,8.93E-39,127,168,0.875,"<=>"
6367,"SYNPCC7942_RS09420","b0509",30.612,294,192,7,1,288,1,288,8.81E-29,108,288,1.02083333333333,"<=>"
6453,"SYNPCC7942_RS09490","b0878",27.957,372,227,10,42,407,31,367,1.22E-26,107,427,0.871194379391101,"<=>"
6487,"SYNPCC7942_RS09500","b0571",43.379,219,123,1,5,222,3,221,8.84E-54,169,226,0.969026548672566,"<=>"
6519,"SYNPCC7942_RS09505","b3606",45.455,154,77,4,1,151,1,150,1.28E-40,131,156,0.987179487179487,"<=>"
6526,"SYNPCC7942_RS09540","b2574",40.037,537,273,5,15,527,10,521,8.73E-120,361,550,0.976363636363636,"<=>"
6533,"SYNPCC7942_RS09565","b2892",32.566,565,346,13,35,576,22,574,7.03E-75,248,670,0.843283582089552,"<=>"
6630,"SYNPCC7942_RS09625","b0072",53.896,462,211,2,5,465,4,464,1E-173,493,468,0.987179487179487,"<=>"
6635,"SYNPCC7942_RS09655","b2368",21.622,407,231,17,31,422,12,345,3.81E-05,42.4,441,0.922902494331066,"<=>"
6731,"SYNPCC7942_RS09685","b2311",42.786,201,95,5,9,205,4,188,6.26E-44,142,212,0.94811320754717,"<=>"
6732,"SYNPCC7942_RS09690","b4179",27.298,718,479,14,22,727,39,725,8.58E-65,228,745,0.963758389261745,"<=>"
6734,"SYNPCC7942_RS09700","b3724",23.077,208,159,1,15,221,13,220,3.55E-15,69.3,224,0.928571428571429,"<=>"
6741,"SYNPCC7942_RS09745","b0642",46.35,863,438,10,20,863,4,860,0,761,865,0.997687861271676,"<=>"
6745,"SYNPCC7942_RS09760","b2573",36.508,189,115,3,23,211,2,185,2.63E-28,102,218,0.86697247706422,"<=>"
6751,"SYNPCC7942_RS09780","b3809",40.502,279,158,6,3,278,1,274,2.8E-67,207,280,0.996428571428571,"<=>"
6760,"SYNPCC7942_RS09820","b2972",37.109,256,129,6,8,242,15,259,1.76E-34,122,262,0.977099236641221,"<=>"
6770,"SYNPCC7942_RS09870","b1913",34.059,643,363,20,17,638,8,610,3.95E-108,336,643,1,"<=>"
6773,"SYNPCC7942_RS09920","b2780",54.004,537,234,3,2,528,3,536,0,575,546,0.983516483516484,"<=>"
6774,"SYNPCC7942_RS09925","b2316",51.673,269,125,2,25,289,19,286,1.44E-91,271,305,0.881967213114754,"<=>"
6776,"SYNPCC7942_RS09940","b0194",47.138,594,279,12,1,589,1,564,1.14E-174,504,600,0.99,"<=>"
6788,"SYNPCC7942_RS09960","b1192",29.795,292,188,9,18,294,7,296,3.07E-27,105,298,0.979865771812081,"<=>"
6789,"SYNPCC7942_RS09965","b4040",32.862,283,189,1,8,290,7,288,2.65E-38,134,292,0.969178082191781,"<=>"
6792,"SYNPCC7942_RS09970","b3779",28.755,466,298,9,22,484,7,441,2.52E-41,152,549,0.848816029143898,"<=>"
6793,"SYNPCC7942_RS09980","b3057",34.545,275,156,9,8,271,2,263,1.11E-30,113,288,0.954861111111111,"<=>"
6809,"SYNPCC7942_RS10025","b2278",37.861,589,312,13,64,647,55,594,6.36E-104,326,665,0.885714285714286,"<=>"
6859,"SYNPCC7942_RS10065","b1725",40.411,292,165,6,7,295,1,286,2.12E-62,196,297,0.983164983164983,"<=>"
6862,"SYNPCC7942_RS10085","b3915",27.985,268,187,5,22,286,22,286,1.15E-23,95.5,303,0.884488448844884,"<=>"
6864,"SYNPCC7942_RS10095","b3291",40.164,122,63,2,12,123,4,125,1.19E-23,86.3,133,0.917293233082707,"<=>"
6869,"SYNPCC7942_RS10115","b2026",41.451,193,107,2,19,211,17,203,1.47E-46,149,211,0.914691943127962,"<=>"
6877,"SYNPCC7942_RS10180","b3634",51.333,150,73,0,3,152,5,154,4.59E-55,168,166,0.903614457831325,"<=>"
6897,"SYNPCC7942_RS10270","b1868",33.451,284,173,7,9,289,2,272,5.23E-44,148,290,0.979310344827586,"<=>"
6898,"SYNPCC7942_RS10280","b2047",37.875,433,238,8,50,467,48,464,3.4E-91,282,467,0.927194860813704,"<=>"
6899,"SYNPCC7942_RS10285","b2055",25.333,225,149,8,4,218,3,218,2.21E-09,53.1,247,0.910931174089069,"<=>"
6903,"SYNPCC7942_RS10295","b4025",30.482,456,263,9,49,462,78,521,1.8E-43,159,528,0.863636363636364,"<=>"
6906,"SYNPCC7942_RS10310","b1053",25.613,367,232,14,13,359,21,366,2.54E-05,42.7,396,0.926767676767677,"<=>"
6919,"SYNPCC7942_RS10350","b0146",41.81,232,129,5,9,236,5,234,2.47E-54,171,236,0.983050847457627,"<=>"
6920,"SYNPCC7942_RS10355","b1069",27.232,448,301,9,9,451,5,432,1.16E-31,125,540,0.82962962962963,"<=>"
6922,"SYNPCC7942_RS10380","b2904",41.6,125,72,1,6,129,5,129,7.75E-34,112,129,0.968992248062015,"<=>"
6923,"SYNPCC7942_RS10385","b2903",58.289,947,387,5,8,950,14,956,0,1068,953,0.993704092339979,"<=>"
6926,"SYNPCC7942_RS10410","b3542",37.143,245,147,2,52,290,56,299,1.08E-37,132,290,0.844827586206896,"<=>"
6934,"SYNPCC7942_RS10425","b2906",34.375,384,242,7,17,394,3,382,6.62E-58,192,414,0.927536231884058,"<=>"
6938,"SYNPCC7942_RS10435","b3059",37.864,206,108,9,10,210,10,200,5.27E-25,94.4,210,0.980952380952381,"<=>"
6939,"SYNPCC7942_RS10440","b0386",40.602,266,155,3,1,263,1,266,1E-61,192,264,1.00757575757576,"<=>"
6940,"SYNPCC7942_RS10450","b2951",39.076,238,117,9,1,219,1,229,2.29E-40,135,221,1.07692307692308,"<=>"
6941,"SYNPCC7942_RS10465","b2744",42.231,251,128,7,1,249,1,236,8.13E-53,169,258,0.972868217054264,"<=>"
6942,"SYNPCC7942_RS10470","b1714",52.096,334,150,4,2,333,1,326,1.2E-118,342,333,1.003003003003,"<=>"
6943,"SYNPCC7942_RS10475","b4049",58.104,327,135,2,9,334,18,343,4.73E-133,380,343,0.9533527696793,"<=>"
6946,"SYNPCC7942_RS10480","b3492",32.051,390,235,10,32,410,29,399,4.21E-50,171,415,0.939759036144578,"<=>"
6948,"SYNPCC7942_RS10490","b0106",27.219,338,240,3,75,410,65,398,2.08E-41,148,410,0.824390243902439,"<=>"
6949,"SYNPCC7942_RS10495","b2950",43.675,332,175,4,5,335,3,323,2.45E-87,263,362,0.917127071823204,"<=>"
6961,"SYNPCC7942_RS10515","b0015",43.008,379,191,8,4,373,5,367,1.25E-91,277,376,1.00797872340426,"<=>"
6966,"SYNPCC7942_RS10525","b4161",33.677,291,162,10,36,303,68,350,2.58E-35,129,350,0.831428571428571,"<=>"
6970,"SYNPCC7942_RS10540","b3115",39.75,400,226,8,3,392,7,401,6.97E-86,263,393,1.01781170483461,"<=>"
6985,"SYNPCC7942_RS10560","b3434",32.195,205,119,4,6,207,4,191,1.58E-22,88.2,223,0.919282511210762,"<=>"
6987,"SYNPCC7942_RS10580","b2025",45.349,258,135,2,1,254,1,256,6.02E-67,205,255,1.01176470588235,"<=>"
7021,"SYNPCC7942_RS10635","b2038",58.101,179,72,2,1,178,1,177,1E-68,204,183,0.978142076502732,"<=>"
7022,"SYNPCC7942_RS10640","b2040",36.577,298,171,4,1,285,1,293,3.61E-59,188,289,1.03114186851211,"<=>"
7023,"SYNPCC7942_RS10645","b3788",64.873,353,117,4,2,349,3,353,1.83E-167,468,357,0.988795518207283,"<=>"
7029,"SYNPCC7942_RS10650","b3789",65.385,286,99,0,6,291,2,287,2.38E-142,399,294,0.972789115646258,"<=>"
7033,"SYNPCC7942_RS10665","b0340",42.361,144,80,3,5,146,14,156,3.38E-32,109,146,0.986301369863014,"<=>"
7128,"SYNPCC7942_RS10675","b0367",31.102,254,169,4,7,258,19,268,4.47E-29,108,263,0.965779467680608,"<=>"
7134,"SYNPCC7942_RS10690","b0914",34.423,581,366,6,7,585,15,582,1.43E-99,311,591,0.983079526226734,"<=>"
7225,"SYNPCC7942_RS10695","b3288",46.13,323,147,7,1,318,5,305,1.85E-74,229,327,0.987767584097859,"<=>"
7234,"SYNPCC7942_RS10700","b3222",31.837,245,159,4,6,245,2,243,1.95E-18,80.5,302,0.811258278145695,"<=>"
7236,"SYNPCC7942_RS10710","b1207",49.527,317,154,4,16,330,1,313,2.94E-111,323,331,0.957703927492447,"<=>"
7263,"SYNPCC7942_RS10760","b0032",49.215,382,180,6,17,388,3,380,4.06E-123,358,391,0.976982097186701,"<=>"
7277,"SYNPCC7942_RS10815","b3176",42.759,435,240,6,27,459,7,434,4.33E-95,291,472,0.921610169491525,"<=>"
7283,"SYNPCC7942_RS10835","b0031",30.741,270,168,7,5,269,6,261,7.09E-27,102,273,0.989010989010989,"<=>"
7289,"SYNPCC7942_RS10875","b1282",41.509,106,60,1,6,111,5,108,7.7E-17,67.4,111,0.954954954954955,"<=>"
7290,"SYNPCC7942_RS10880","b1261",58.015,393,152,3,31,419,9,392,2E-160,454,420,0.935714285714286,"<=>"
7391,"SYNPCC7942_RS10955","b3870",54.894,470,210,2,4,473,2,469,0,541,473,0.993657505285412,"<=>"
7398,"SYNPCC7942_RS11020","b3778",36.735,735,391,17,8,731,2,673,1.43E-118,370,794,0.925692695214106,"<=>"
7409,"SYNPCC7942_RS11075","b2086",29.553,291,194,7,11,295,7,292,2.85E-27,105,304,0.957236842105263,"<=>"
7413,"SYNPCC7942_RS11100","b0223",45.349,258,135,2,1,255,1,255,2.12E-82,245,266,0.969924812030075,"<=>"
7419,"SYNPCC7942_RS11125","b1778",59.35,123,50,0,6,128,4,126,4.23E-53,161,140,0.878571428571429,"<=>"
7436,"SYNPCC7942_RS11160","b0242",42.857,364,206,2,2,365,4,365,2.27E-94,283,367,0.991825613079019,"<=>"
7438,"SYNPCC7942_RS11185","b4053",33.243,370,223,9,25,388,2,353,1.24E-49,169,406,0.911330049261084,"<=>"
7441,"SYNPCC7942_RS11195","b1211",43.49,361,198,3,3,361,2,358,1.58E-106,314,368,0.980978260869565,"<=>"
7445,"SYNPCC7942_RS11200","b3936",42.424,66,36,2,3,67,2,66,4.2E-13,55.5,77,0.857142857142857,"<=>"
7447,"SYNPCC7942_RS11205","b3230",49.206,126,63,1,10,135,6,130,5.53E-36,117,135,0.933333333333333,"<=>"
7448,"SYNPCC7942_RS11210","b3231",60.993,141,55,0,3,143,2,142,1.64E-59,178,151,0.933774834437086,"<=>"
7449,"SYNPCC7942_RS11215","b2318",36.255,251,159,1,9,259,5,254,9.16E-50,163,294,0.853741496598639,"<=>"
7450,"SYNPCC7942_RS11220","b3294",44.348,115,64,0,1,115,1,115,9.65E-27,93.2,116,0.991379310344828,"<=>"
7451,"SYNPCC7942_RS11225","b3295",40.753,292,166,4,19,303,23,314,4.19E-65,205,309,0.944983818770226,"<=>"
7452,"SYNPCC7942_RS11230","b3297",60,120,48,0,11,130,10,129,8.81E-51,154,130,0.923076923076923,"<=>"
7453,"SYNPCC7942_RS11235","b3298",58.12,117,48,1,1,117,1,116,1.34E-42,133,125,0.936,"<=>"
7454,"SYNPCC7942_RS13815","b3299",65.789,38,12,1,1,37,1,38,7.64E-12,49.7,37,1.02702702702703,"<=>"
7456,"SYNPCC7942_RS11240","b0474",37.981,208,89,3,3,174,2,205,9.01E-41,134,186,1.11827956989247,"<=>"
7457,"SYNPCC7942_RS11245","b3300",42.438,443,232,8,11,439,2,435,3.24E-97,296,439,1.00911161731207,"<=>"
7458,"SYNPCC7942_RS11250","b3301",42.466,146,78,3,1,144,1,142,1.4E-26,94.7,147,0.993197278911565,"<=>"
7459,"SYNPCC7942_RS11255","b3303",42.236,161,91,2,20,179,5,164,8.93E-40,130,180,0.894444444444444,"<=>"
7461,"SYNPCC7942_RS11265","b3305",42.857,175,100,0,1,175,1,175,4.71E-46,146,179,0.977653631284916,"<=>"
7462,"SYNPCC7942_RS11270","b3306",51.88,133,59,3,1,132,1,129,7.14E-47,145,133,1,"<=>"
7463,"SYNPCC7942_RS11275","b3308",57.386,176,75,0,3,178,4,179,1.17E-73,216,179,0.983240223463687,"<=>"
7464,"SYNPCC7942_RS11280","b3309",40.385,104,59,3,10,112,2,103,1.08E-16,67,113,0.920353982300885,"<=>"
7465,"SYNPCC7942_RS11285","b3310",64.228,123,42,2,1,121,1,123,5.56E-52,157,121,1.01652892561983,"<=>"
7466,"SYNPCC7942_RS11290","b3311",53.521,71,33,0,8,78,10,80,2.36E-23,82,82,0.865853658536585,"<=>"
7468,"SYNPCC7942_RS11300","b3313",60.741,135,51,2,1,135,1,133,1.57E-54,165,142,0.950704225352113,"<=>"
7469,"SYNPCC7942_RS11305","b3314",46.25,240,121,2,1,240,1,232,2.63E-74,223,244,0.983606557377049,"<=>"
7470,"SYNPCC7942_RS11310","b3315",44.954,109,60,0,8,116,2,110,2.11E-28,97.1,117,0.931623931623932,"<=>"
7471,"SYNPCC7942_RS11315","b3316",74.699,83,21,0,1,83,1,83,2.14E-43,133,91,0.912087912087912,"<=>"
7472,"SYNPCC7942_RS11320","b3317",52.536,276,128,3,1,276,1,273,6.08E-94,276,287,0.961672473867596,"<=>"
7473,"SYNPCC7942_RS11325","b3318",34.483,87,56,1,9,94,7,93,4.46E-11,52,100,0.87,"<=>"
7474,"SYNPCC7942_RS11330","b3319",44.134,179,93,3,31,207,26,199,1.56E-47,152,210,0.852380952380952,"<=>"
7475,"SYNPCC7942_RS11335","b3320",46.829,205,108,1,3,206,2,206,7.76E-63,191,213,0.962441314553991,"<=>"
7476,"SYNPCC7942_RS11350","b2607",50,226,109,3,1,223,1,225,1.04E-70,214,235,0.961702127659574,"<=>"
7477,"SYNPCC7942_RS11355","b0829",44.58,572,281,10,2,549,9,568,4.54E-150,442,554,1.03249097472924,"<=>"
7631,"SYNPCC7942_RS11365","b0045",28.188,447,295,8,22,467,13,434,5.29E-44,157,471,0.949044585987261,"<=>"
7656,"SYNPCC7942_RS11395","b0415",48.63,146,71,2,15,159,14,156,7.72E-44,140,181,0.806629834254144,"<=>"
7657,"SYNPCC7942_RS11410","b2733",41.538,845,467,11,26,869,8,826,0,594,882,0.958049886621315,"<=>"
7662,"SYNPCC7942_RS11435","b3700",23.861,373,260,6,1,367,1,355,1.88E-17,79.7,387,0.963824289405685,"<=>"
7663,"SYNPCC7942_RS11450","b3956",31.073,988,556,21,33,1007,8,883,3.82E-135,426,1007,0.981132075471698,"<=>"
7664,"SYNPCC7942_RS11475","b3572",37.915,422,252,4,5,423,2,416,7.62E-105,314,427,0.988290398126463,"<=>"
7666,"SYNPCC7942_RS11480","b2608",29.31,174,111,7,13,179,14,182,1.22E-17,73.6,182,0.956043956043956,"<=>"
7667,"SYNPCC7942_RS11490","b4137",41.414,99,57,1,15,112,13,111,7.95E-18,70.1,113,0.876106194690265,"<=>"
7668,"SYNPCC7942_RS11500","b2514",51.756,427,191,6,3,421,4,423,2.72E-138,400,435,0.981609195402299,"<=>"
7680,"SYNPCC7942_RS11510","b0243",41.346,416,237,2,8,416,2,417,3.22E-104,312,431,0.965197215777262,"<=>"
7682,"SYNPCC7942_RS11515","b0854",22.549,306,202,10,44,326,48,341,6.65E-12,62.8,354,0.864406779661017,"<=>"
7683,"SYNPCC7942_RS11535","b4305",25.959,339,219,14,20,336,19,347,6.79E-15,72,344,0.98546511627907,"<=>"
7687,"SYNPCC7942_RS11540","b3397",28.977,176,116,4,6,177,8,178,1.6E-12,60.1,183,0.961748633879781,"<=>"
7689,"SYNPCC7942_RS11545","b0142",43.478,161,85,4,10,168,2,158,6.39E-35,117,176,0.914772727272727,"<=>"
7690,"SYNPCC7942_RS11585","b0451",41.429,420,219,8,52,467,31,427,9.2E-89,275,470,0.893617021276596,"<=>"
7714,"SYNPCC7942_RS11610","b0349",25.556,270,181,8,43,299,24,286,8.28E-10,55.5,303,0.891089108910891,"<=>"
7717,"SYNPCC7942_RS11615","b0599",40.339,295,156,7,58,343,71,354,1.84E-48,164,359,0.821727019498607,"<=>"
7719,"SYNPCC7942_RS11630","b3198",47.5,160,84,0,11,170,21,180,1.29E-43,140,178,0.898876404494382,"<=>"
7722,"SYNPCC7942_RS11635","b1215",45.522,268,143,2,11,276,8,274,1.01E-83,250,284,0.943661971830986,"<=>"
7723,"SYNPCC7942_RS11640","b0918",41.7,247,127,7,5,239,4,245,1.35E-46,152,244,1.01229508196721,"<=>"
7724,"SYNPCC7942_RS11645","b3197",42.271,317,177,4,7,323,17,327,3.79E-81,246,323,0.981424148606811,"<=>"
7727,"SYNPCC7942_RS11670","b1297",29.556,450,272,13,7,427,31,464,8.27E-36,134,434,1.036866359447,"<=>"
7729,"SYNPCC7942_RS11675","b2464",53.125,320,145,3,4,323,2,316,2.17E-107,316,397,0.806045340050378,"<=>"
7732,"SYNPCC7942_RS11680","b1861",39.713,209,109,6,1,202,1,199,7.78E-38,127,207,1.00966183574879,"<=>"
7733,"SYNPCC7942_RS11685","b3165",45.455,88,48,0,1,88,1,88,1.28E-21,78.2,89,0.98876404494382,"<=>"
7734,"SYNPCC7942_RS11705","b3177",44.615,260,140,3,14,273,16,271,4.64E-68,209,278,0.935251798561151,"<=>"
7760,"SYNPCC7942_RS11730","b2905",40.984,366,200,7,12,370,5,361,1.24E-83,256,372,0.983870967741936,"<=>"
7761,"SYNPCC7942_RS11735","b0605",36.628,172,106,1,15,186,11,179,4.86E-42,137,198,0.868686868686869,"<=>"
7763,"SYNPCC7942_RS11755","b0090",35.422,367,201,13,1,351,1,347,2.28E-49,166,357,1.02801120448179,"<=>"
7765,"SYNPCC7942_RS11765","b4142",41.489,94,54,1,10,102,2,95,3.58E-18,70.1,103,0.912621359223301,"<=>"
7766,"SYNPCC7942_RS11770","b3732",67.021,470,142,3,11,480,4,460,0,620,484,0.971074380165289,"<=>"
7769,"SYNPCC7942_RS11775","b3731",33.333,114,67,4,1,109,3,112,6.65E-15,63.9,137,0.832116788321168,"<=>"
7777,"SYNPCC7942_RS11810","b3610",69.88,83,24,1,1,83,1,82,2.28E-38,120,87,0.954022988505747,"<=>"
7780,"SYNPCC7942_RS11815","b2947",40.867,323,181,2,1,322,2,315,6.95E-81,245,323,1,"<=>"
7785,"SYNPCC7942_RS11865","b1852",43.177,491,257,8,25,508,12,487,1.56E-136,401,511,0.960861056751468,"<=>"
7786,"SYNPCC7942_RS11870","b4232",46.341,328,168,4,20,341,3,328,2.49E-100,296,344,0.953488372093023,"<=>"
7798,"SYNPCC7942_RS11890","b2511",39.44,464,244,7,3,436,2,458,2.31E-98,301,453,1.0242825607064,"<=>"
7805,"SYNPCC7942_RS11930","b0405",44.22,346,178,6,14,352,6,343,3.11E-85,259,359,0.963788300835655,"<=>"
7809,"SYNPCC7942_RS11940","b1267",40.455,220,111,3,1,220,1,200,3.58E-53,167,233,0.944206008583691,"<=>"
7818,"SYNPCC7942_RS11980","b0219",29.114,237,140,11,35,265,34,248,1.06E-13,66.2,276,0.858695652173913,"<=>"
7823,"SYNPCC7942_RS11990","b2817",28.53,347,178,12,57,340,67,406,1.96E-27,108,344,1.00872093023256,"<=>"
7825,"SYNPCC7942_RS11995","b3967",34.583,240,145,7,18,249,26,261,1.89E-30,112,289,0.830449826989619,"<=>"
7826,"SYNPCC7942_RS12000","b3187",38.676,287,169,4,39,321,38,321,1.23E-59,191,323,0.888544891640867,"<=>"
7828,"SYNPCC7942_RS12015","b4375",46.435,519,275,2,11,528,8,524,4.16E-166,479,542,0.957564575645756,"<=>"
7849,"SYNPCC7942_RS12040","b3266",39.883,1028,598,14,5,1022,1,1018,0,700,1056,0.973484848484848,"<=>"
7858,"SYNPCC7942_RS12060","b1325",33.876,307,185,9,6,310,9,299,5.11E-33,122,344,0.892441860465116,"<=>"
7861,"SYNPCC7942_RS12065","b0661",41.256,446,249,6,5,445,3,440,1.46E-114,342,452,0.986725663716814,"<=>"
7863,"SYNPCC7942_RS12070","b0381",41.758,364,184,6,1,347,1,353,8.2E-97,288,347,1.04899135446686,"<=>"
7865,"SYNPCC7942_RS12085","b0095",48.324,358,165,5,51,388,24,381,6.03E-97,291,393,0.910941475826972,"<=>"
7866,"SYNPCC7942_RS12090","b2103",39.768,259,151,4,6,260,6,263,4.84E-47,155,263,0.984790874524715,"<=>"
7868,"SYNPCC7942_RS12100","b0134",46.245,253,131,5,2,252,3,252,7.01E-67,206,268,0.944029850746269,"<=>"
7870,"SYNPCC7942_RS12105","b3867",27.446,368,237,8,5,351,52,410,7.28E-33,125,396,0.929292929292929,"<=>"
7871,"SYNPCC7942_RS12115","b1378",53.995,1189,518,8,9,1189,3,1170,0,1274,1196,0.994147157190635,"<=>"
7874,"SYNPCC7942_RS12120","b2147",21.493,335,231,11,2,315,5,328,1.32E-11,62,340,0.985294117647059,"<=>"
7875,"SYNPCC7942_RS12125","b2729",46.133,375,186,5,1,364,1,370,2E-114,335,367,1.02179836512262,"<=>"
7878,"SYNPCC7942_RS12160","b2400",39.958,473,259,9,1,469,1,452,3.09E-112,337,481,0.983367983367983,"<=>"
7883,"SYNPCC7942_RS12185","b2949",29.771,131,92,0,7,137,6,136,2E-16,68.6,149,0.879194630872483,"<=>"
7890,"SYNPCC7942_RS12245","b4177",49.883,427,212,2,3,427,4,430,1.86E-146,421,444,0.961711711711711,"<=>"
7892,"SYNPCC7942_RS12260","b0489",26.937,271,155,5,6,233,7,277,1.22E-27,105,270,1.0037037037037,"<=>"
7897,"SYNPCC7942_RS12270","b2890",51.012,494,226,8,7,495,21,503,7.38E-167,478,504,0.98015873015873,"<=>"
7977,"SYNPCC7942_RS12310","b3741",47.673,623,324,2,1,622,1,622,0,573,635,0.981102362204724,"<=>"
7979,"SYNPCC7942_RS12320","b4211",25.188,266,179,7,3,263,2,252,4.39E-11,59.7,320,0.83125,"<=>"
7982,"SYNPCC7942_RS12330","b2521",32.727,275,162,11,5,267,6,269,3.41E-30,112,280,0.982142857142857,"<=>"
7984,"SYNPCC7942_RS12335","b3005",25,128,92,3,6,132,11,135,4.32E-07,43.5,148,0.864864864864865,"<=>"
7986,"SYNPCC7942_RS12340","b0737",30.5,200,106,5,1,177,4,193,4E-10,54.7,216,0.925925925925926,"<=>"
7991,"SYNPCC7942_RS12365","b0078",41.401,157,91,1,1,156,1,157,9.33E-40,129,172,0.912790697674419,"<=>"
7994,"SYNPCC7942_RS12380","b0026",44.802,962,486,18,4,952,1,930,0,771,954,1.0083857442348,"<=>"
7998,"SYNPCC7942_RS12400","b3164",49.713,696,336,6,6,699,7,690,0,635,716,0.972067039106145,"<=>"
8002,"SYNPCC7942_RS12405","b3725",52.734,256,110,2,11,264,11,257,1.25E-96,281,264,0.96969696969697,"<=>"
8092,"SYNPCC7942_RS12410","b3726",31.438,299,196,5,3,298,2,294,6.13E-36,128,303,0.986798679867987,"<=>"
8098,"SYNPCC7942_RS12415","b3727",28.803,309,195,7,20,308,12,315,5.74E-30,112,310,0.996774193548387,"<=>"
8105,"SYNPCC7942_RS12430","b0168",45.2,250,135,2,26,274,3,251,1.92E-79,238,277,0.902527075812274,"<=>"
8126,"SYNPCC7942_RS12485","b3560",61.905,294,106,2,2,289,8,301,1.42E-133,377,292,1.00684931506849,"<=>"
8128,"SYNPCC7942_RS12505","b1961",51.733,404,129,11,56,411,71,456,6.92E-121,357,424,0.952830188679245,"<=>"
8132,"SYNPCC7942_RS12515","b3564",22.12,434,307,15,5,411,3,432,0.001,38.1,426,1.018779342723,"<=>"
8133,"SYNPCC7942_RS12520","b2942",56.863,408,147,6,4,411,3,381,9.24E-161,455,417,0.97841726618705,"<=>"
8134,"SYNPCC7942_RS12525","b3223",42.466,219,119,4,11,229,14,225,4.81E-35,121,232,0.943965517241379,"<=>"
8160,"SYNPCC7942_RS12540","b1692",32.982,285,181,6,4,281,3,284,3.92E-44,149,288,0.989583333333333,"<=>"
8162,"SYNPCC7942_RS12545","b0014",56.811,646,256,6,1,634,1,635,0,730,634,1.01892744479495,"<=>"
8170,"SYNPCC7942_RS12575","b3960",47.265,457,233,4,10,462,4,456,5.78E-136,396,466,0.98068669527897,"<=>"
8173,"SYNPCC7942_RS12585","b2304",44.147,299,154,4,1,293,1,292,1.36E-80,243,298,1.00335570469799,"<=>"
8175,"SYNPCC7942_RS12635","b4171",41.869,289,158,5,7,285,10,298,4.9E-67,209,306,0.944444444444444,"<=>"
8179,"SYNPCC7942_RS12645","b3454",50.84,238,114,2,1,237,1,236,3.85E-75,224,237,1.0042194092827,"<=>"
8272,"SYNPCC7942_RS12650","b3455",45.6,250,136,0,3,252,5,254,7.97E-74,223,253,0.988142292490118,"<=>"
8368,"SYNPCC7942_RS12660","b3457",37.7,313,181,7,3,313,8,308,8.91E-56,180,313,1,"<=>"
8373,"SYNPCC7942_RS12665","b3460",22.135,384,254,13,9,382,6,354,2.48E-08,52.4,399,0.962406015037594,"<=>"
8375,"SYNPCC7942_RS12670","b2518",50,142,71,0,1,142,1,142,9.35E-46,143,151,0.940397350993378,"<=>"
8377,"SYNPCC7942_RS12690","b0754",54.728,349,153,3,3,348,4,350,4.61E-138,393,354,0.985875706214689,"<=>"
8382,"SYNPCC7942_RS12715","b2762",50.667,225,109,2,7,231,20,242,1.01E-78,234,232,0.969827586206896,"<=>"
8386,"SYNPCC7942_RS12730","b4374",28.91,211,127,8,7,214,6,196,1.1E-10,56.2,217,0.972350230414746,"<=>"
8389,"SYNPCC7942_RS12735","b0884",47.059,68,34,1,2,69,7,72,4.34E-16,62.8,70,0.971428571428571,"<=>"
8390,"SYNPCC7942_RS12745","b0835",37.5,448,253,11,1,434,4,438,2.42E-97,296,452,0.991150442477876,"<=>"
8392,"SYNPCC7942_RS12755","b4303",28.409,264,183,5,3,263,4,264,1.39E-31,115,287,0.9198606271777,"<=>"
8393,"SYNPCC7942_RS12760","b0273",37.879,330,176,7,3,303,4,333,1.52E-66,208,305,1.08196721311475,"<=>"
8400,"SYNPCC7942_RS12785","b3429",35.491,479,275,11,1,451,1,473,1.29E-89,278,465,1.03010752688172,"<=>"
8432,"SYNPCC7942_RS12805","b3608",38.387,310,153,7,9,285,10,314,1.28E-54,178,308,1.00649350649351,"<=>"
8434,"SYNPCC7942_RS12820","b0437",66.667,195,65,0,31,225,10,204,2.78E-95,275,240,0.8125,"<=>"
8435,"SYNPCC7942_RS12825","b0438",57.746,426,148,4,8,432,13,407,2.66E-175,494,449,0.948775055679287,"<=>"
8443,"SYNPCC7942_RS12845","b0169",48.889,225,115,0,1,225,1,225,5.26E-80,238,251,0.896414342629482,"<=>"
8483,"SYNPCC7942_RS12900","b2606",54.464,112,51,0,6,117,4,115,7.11E-38,121,120,0.933333333333333,"<=>"
8484,"SYNPCC7942_RS12930","b0600",32.804,378,240,8,12,381,13,384,3.23E-57,189,392,0.964285714285714,"<=>"
8495,"SYNPCC7942_RS12935","b0494",24.242,198,115,8,4,199,21,185,4.04E-05,40.4,239,0.828451882845188,"<=>"
